family_id,person_id,has_bio,step,location,family_name,person_name,date,latitude,longitude,individual_description,image_url
yasui,Yasui-6,1,2,Portland,Yasui,Minoru,1/1/42,45.5234515,-122.6762071,,
yasui,Yasui-6,1,3,Portland Assembly Center,Yasui,Minoru,5/1/42,45.5234515,-122.6762071,,
yasui,Yasui-6,1,4,Minidoka,Yasui,Minoru,9/1/42,42.6782431,-114.2500316,,
yasui,Yasui-6,1,5,Portland,Yasui,Minoru,11/1/42,45.5234515,-122.6762071,,
yasui,Yasui-6,1,6,Minidoka,Yasui,Minoru,8/1/43,42.6782431,-114.2500316,,
yasui,Yasui-6,1,7,Denver,Yasui,Minoru,6/1/44,39.7468,-104.9167,,
yasui,Yasui-7,0,1,Eugene (University of Oregon),Yasui,Michi Yasui Ando,12/7/41,44.0599,-123.1223,,
yasui,Yasui-7,0,2,Denver,Yasui,Michi Yasui Ando,5/1/42,39.7468,-104.9167,,
yasui,Yasui-8,0,1,Michigan,Yasui,Roku Yasui,4/1/42,42.2795,-83.7065,,
yasui,Yasui-8,0,2,"Fort Snelling, MN",Yasui,Roku Yasui,5/1/43,44.8927,-93.1809,,
yasui,Yasui-9,0,1,Eugene,Yasui,Robert Shu Yasui,4/1/42,44.0599,-123.1223,,
yasui,Yasui-9,0,2,Denver,Yasui,Robert Shu Yasui,5/1/42,39.7468,-104.9167,,
yasui,Yasui-10,1,1,"Hood River, Oregon",Yasui,Homer Yasui,4/1/42,45.694,-121.5202,,
yasui,Yasui-10,1,2,Pinedale,Yasui,Homer Yasui,5/1/42,36.84437736,-119.8044274,,
yasui,Yasui-10,1,3,Tule Lake,Yasui,Homer Yasui,7/1/42,41.8882132,-121.3722116,,
yasui,Yasui-10,1,4,Denver,Yasui,Homer Yasui,9/1/42,39.7468,-104.9167,,
yasui,Yasui-10,1,5,Philadelphia,Yasui,Homer Yasui,8/1/45,39.9838,-75.1503,,
yasui,Yasui-11,0,1,"Hood River, Oregon",Yasui,Yuka Yasui Fujikura,4/1/42,45.694,-121.5202,,
yasui,Yasui-11,0,2,Pinedale,Yasui,Yuka Yasui Fujikura,5/1/42,36.84437736,-119.8044274,,
yasui,Yasui-11,0,3,Tule Lake,Yasui,Yuka Yasui Fujikura,7/1/42,41.8882132,-121.3722116,,
yasui,Yasui-11,0,4,Denver,Yasui,Yuka Yasui Fujikura,2/1/43,39.7468,-104.9167,,
yasutake,Yasutake-1,0,1,Seattle,Yasutake,Jack Kaichiro Yasutake,11/1/41,47.59515326,-122.3270912,,
yasutake,Yasutake-1,0,2,Missoula,Yasutake,Jack Kaichiro Yasutake,12/1/41,46.8605189,-114.019501,,
yasutake,Yasutake-1,0,3,Lordsburg,Yasutake,Jack Kaichiro Yasutake,6/1/42,32.30823447,-108.6541855,,
yasutake,Yasutake-1,0,4,Santa Fe,Yasutake,Jack Kaichiro Yasutake,3/1/43,35.6869752,-105.937799,,
yasutake,Yasutake-1,0,5,Crystal City,Yasutake,Jack Kaichiro Yasutake,1/1/44,28.69230215,-99.82253841,,
yasutake,Yasutake-1,0,6,Cincinnati,Yasutake,Jack Kaichiro Yasutake,6/1/45,39.1162,-84.4923,,
yasutake,Yasutake-2,0,1,Seattle,Yasutake,Hide Shiraki Yasutake,4/1/42,47.59515326,-122.3270912,,
yasutake,Yasutake-2,0,2,Puyallup,Yasutake,Hide Shiraki Yasutake,5/1/42,47.1853785,-122.2928974,,
yasutake,Yasutake-2,0,3,Minidoka,Yasutake,Hide Shiraki Yasutake,8/1/42,42.6782431,-114.2500316,,
yasutake,Yasutake-2,0,4,Crystal City,Yasutake,Hide Shiraki Yasutake,3/1/44,28.69230215,-99.82253841,,
yasutake,Yasutake-2,0,5,Cincinnati,Yasutake,Hide Shiraki Yasutake,6/1/45,39.1162,-84.4923,,
yasutake,Yasutake-3,0,1,Seattle,Yasutake,Seiichi Michael Yasutake,4/1/42,47.59515326,-122.3270912,,
yasutake,Yasutake-3,0,2,Puyallup,Yasutake,Seiichi Michael Yasutake,5/1/42,47.1853785,-122.2928974,,
yasutake,Yasutake-3,0,3,Minidoka,Yasutake,Seiichi Michael Yasutake,8/1/42,42.6782431,-114.2500316,,
yasutake,Yasutake-3,0,4,Cincinnati,Yasutake,Seiichi Michael Yasutake,6/1/43,39.1162,-84.4923,,
yasutake,Yasutake-4,1,1,Seattle,Yasutake,Mitsuye May Yasutake Yamada,4/1/42,47.59515326,-122.3270912,,
yasutake,Yasutake-4,1,2,Puyallup,Yasutake,Mitsuye May Yasutake Yamada,5/1/42,47.1853785,-122.2928974,,
yasutake,Yasutake-4,1,3,Minidoka,Yasutake,Mitsuye May Yasutake Yamada,8/1/42,42.6782431,-114.2500316,,
yasutake,Yasutake-4,1,4,Cincinnati,Yasutake,Mitsuye May Yasutake Yamada,6/1/43,39.1162,-84.4923,,
yasutake,Yasutake-5,1,1,University of Washington,Yasutake,Toshio Yasutake,4/1/42,47.6044,-122.3304,,
yasutake,Yasutake-5,1,2,Puyallup,Yasutake,Toshio Yasutake,5/1/42,47.1853785,-122.2928974,,
yasutake,Yasutake-5,1,3,Minidoka,Yasutake,Toshio Yasutake,8/1/42,42.6782431,-114.2500316,,
yasutake,Yasutake-5,1,4,Mississippi,Yasutake,Toshio Yasutake,6/1/43,32.827,-89.703,,
yasutake,Yasutake-5,1,5,Italy,Yasutake,Toshio Yasutake,5/1/44,41.635,13.143,,
yasutake,Yasutake-5,1,6,France,Yasutake,Toshio Yasutake,9/1/44,48.8589,2.3469,,
yasutake,Yasutake-6,1,1,Seattle,Yasutake,Yoshiyuki Joe Yasutake,4/1/42,47.59515326,-122.3270912,,
yasutake,Yasutake-6,1,2,Puyallup,Yasutake,Yoshiyuki Joe Yasutake,5/1/42,47.1853785,-122.2928974,,
yasutake,Yasutake-6,1,3,Minidoka,Yasutake,Yoshiyuki Joe Yasutake,8/1/42,42.6782431,-114.2500316,,
yasutake,Yasutake-6,1,4,Crystal City,Yasutake,Yoshiyuki Joe Yasutake,3/1/44,28.69230215,-99.82253841,,
yasutake,Yasutake-6,1,5,Cincinnati,Yasutake,Yoshiyuki Joe Yasutake,6/1/45,39.1162,-84.4923,,
umemoto,Umemoto-1,0,1,Florin,Umemoto,Kusu,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-1,0,2,Manzanar,Umemoto,Kusu,6/1/42,36.7285184,-118.1462987,In Manzanar with two youngest children more or less for the duration,
umemoto,Umemoto-1,0,3,Los Angeles,Umemoto,Kusu,8/1/45,34.0242,-118.2977,,
umemoto,Umemoto-2,0,1,Florin,Umemoto,Yoshimi Edith,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-2,0,2,Manzanar,Umemoto,Yoshimi Edith,6/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-2,0,3,Los Angeles,Umemoto,Yoshimi Edith,8/1/45,34.0242,-118.2977,,
umemoto,Umemoto-3,1,1,Florin,Umemoto,Shozo Henry “Hank”,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-3,1,2,Manzanar,Umemoto,Shozo Henry “Hank”,6/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-3,1,3,Los Angeles,Umemoto,Shozo Henry “Hank”,8/1/45,34.0242,-118.2977,,
umemoto,Umemoto-4,0,1,Florin,Umemoto,Kinichi Ben,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-4,0,2,Manzanar,Umemoto,Kinichi Ben,6/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-4,0,3,Tule Lake,Umemoto,Kinichi Ben,2/1/44,41.8882132,-121.3722116,,
umemoto,Umemoto-4,0,4,"Fort Lincoln, ND",Umemoto,Kinichi Ben,2/1/45,46.8083268,-100.7837392,,
umemoto,Umemoto-4,0,5,Japan,Umemoto,Kinichi Ben,12/1/45,34.868,138.186,,
umemoto,Umemoto-5,0,1,Florin,Umemoto,Annie Akiko,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-5,0,2,Manzanar,Umemoto,Annie Akiko,6/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-5,0,3,Tule Lake,Umemoto,Annie Akiko,2/1/44,41.8882132,-121.3722116,,
umemoto,Umemoto-5,0,4,Japan,Umemoto,Annie Akiko,12/1/45,34.868,138.186,,
umemoto,Umemoto-6,0,1,Florin,Umemoto,Ronald Keiji,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-6,0,2,Manzanar,Umemoto,Ronald Keiji,6/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-6,0,3,Tule Lake,Umemoto,Ronald Keiji,2/1/44,41.8882132,-121.3722116,,
umemoto,Umemoto-6,0,4,Japan,Umemoto,Ronald Keiji,12/1/45,34.868,138.186,,
umemoto,Umemoto-7,0,1,Manzanar,Umemoto,Janice Kiyomi,8/1/42,36.7285184,-118.1462987,,
umemoto,Umemoto-7,0,2,Tule Lake,Umemoto,Janice Kiyomi,2/1/44,41.8882132,-121.3722116,,
umemoto,Umemoto-7,0,3,Japan,Umemoto,Janice Kiyomi,12/1/45,34.868,138.186,,
umemoto,Umemoto-8,0,1,Florin,Umemoto,Junji Sam,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-8,0,2,Tanforan,Umemoto,Junji Sam,5/1/42,37.6304904,-122.4110835,,
umemoto,Umemoto-8,0,3,Topaz,Umemoto,Junji Sam,9/1/42,39.3521777,-112.57717,,
umemoto,Umemoto-8,0,4,Tule Lake,Umemoto,Junji Sam,9/1/42,41.8882132,-121.3722116,,
umemoto,Umemoto-8,0,5,Fort Lincoln,Umemoto,Junji Sam,2/1/45,46.8083268,-100.7837392,,
umemoto,Umemoto-8,0,6,Japan,Umemoto,Junji Sam,12/1/45,34.868,138.186,,
umemoto,Umemoto-9,0,1,Florin,Umemoto,Kiyoko Matsui Umemoto,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-9,0,2,Tanforan,Umemoto,Kiyoko Matsui Umemoto,5/1/42,37.6304904,-122.4110835,,
umemoto,Umemoto-9,0,3,Topaz,Umemoto,Kiyoko Matsui Umemoto,9/1/42,39.3521777,-112.57717,,
umemoto,Umemoto-9,0,4,Tule Lake,Umemoto,Kiyoko Matsui Umemoto,9/1/43,41.8882132,-121.3722116,,
umemoto,Umemoto-9,0,5,Japan,Umemoto,Kiyoko Matsui Umemoto,12/1/45,34.868,138.186,,
umemoto,Umemoto-10,0,1,Florin,Umemoto,Miharu (Umemoto) Matsumoto,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-10,0,2,Merced,Umemoto,Miharu (Umemoto) Matsumoto,5/1/42,37.3021632,-120.4829677,,
umemoto,Umemoto-10,0,3,Amache,Umemoto,Miharu (Umemoto) Matsumoto,9/1/42,38.05692,-102.3234389,,
umemoto,Umemoto-10,0,4,Tule Lake,Umemoto,Miharu (Umemoto) Matsumoto,9/1/43,41.8882132,-121.3722116,,
umemoto,Umemoto-10,0,5,"Seabrook Farms, NJ",Umemoto,Miharu (Umemoto) Matsumoto,2/1/46,39.5012,-75.2203,,
umemoto,Umemoto-11,0,1,Florin,Umemoto,Yoshio Matsumoto,4/1/42,38.4912,-121.4151,,
umemoto,Umemoto-11,0,2,Merced,Umemoto,Yoshio Matsumoto,5/1/42,37.3021632,-120.4829677,,
umemoto,Umemoto-11,0,3,Amache,Umemoto,Yoshio Matsumoto,9/1/42,38.05692,-102.3234389,,
umemoto,Umemoto-11,0,4,Tule Lake,Umemoto,Yoshio Matsumoto,9/1/43,41.8882132,-121.3722116,,
umemoto,Umemoto-11,0,5,"Seabrook Farms, NJ",Umemoto,Yoshio Matsumoto,2/1/46,39.5012,-75.2203,,
umemoto,Umemoto-12,0,1,Amache,Umemoto,Eiki Matsumoto,11/1/42,38.05692,-102.3234389,,
umemoto,Umemoto-12,0,2,Tule Lake,Umemoto,Eiki Matsumoto,9/1/43,41.8882132,-121.3722116,,
umemoto,Umemoto-12,0,3,"Seabrook Farms, NJ",Umemoto,Eiki Matsumoto,2/1/46,39.5012,-75.2203,,
hoshida,Hoshida-1,0,1,"Hilo, Hawaii",Hoshida,George Yoshio Hoshida,1/1/42,19.71763797,-155.0858576,,
hoshida,Hoshida-1,0,2,Kilauea Military Camp,Hoshida,George Yoshio Hoshida,2/1/42,19.43284403,-155.2738896,,
hoshida,Hoshida-1,0,3,Sand Island,Hoshida,George Yoshio Hoshida,5/1/42,21.30542039,-157.8778105,,
hoshida,Hoshida-1,0,4,Angel Island,Hoshida,George Yoshio Hoshida,6/1/42,37.8627046,-122.4227496,,
hoshida,Hoshida-1,0,5,Fort Sam Houston,Hoshida,George Yoshio Hoshida,6/1/42,29.48067539,-98.42967248,,
hoshida,Hoshida-1,0,6,Lordsburg,Hoshida,George Yoshio Hoshida,6/1/42,32.30823447,-108.6541855,,
hoshida,Hoshida-1,0,7,Santa Fe,Hoshida,George Yoshio Hoshida,6/1/43,35.69326304,-105.9595504,,
hoshida,Hoshida-1,0,8,Jerome,Hoshida,George Yoshio Hoshida,12/1/43,33.41131952,-91.46229487,,
hoshida,Hoshida-1,0,9,Gila River,Hoshida,George Yoshio Hoshida,6/1/44,33.07215652,-111.8888227,,
hoshida,Hoshida-1,0,10,"Hilo, Hawaii",Hoshida,George Yoshio Hoshida,12/1/45,19.71763797,-155.0858576,,
hoshida,Hoshida-2,0,1,"Hilo, Hawaii",Hoshida,Tamae Hoshida,4/1/42,19.71763797,-155.0858576,,
hoshida,Hoshida-2,0,2,Jerome,Hoshida,Tamae Hoshida,1/1/43,33.41131952,-91.46229487,,
hoshida,Hoshida-2,0,3,Gila River,Hoshida,Tamae Hoshida,6/1/44,33.07215652,-111.8888227,,
hoshida,Hoshida-2,0,4,"Hilo, Hawaii",Hoshida,Tamae Hoshida,12/1/45,19.71763797,-155.0858576,,
hoshida,Hoshida-3,0,1,"Hilo, Hawaii",Hoshida,June Mitsuko Hoshida Honma,4/1/42,19.71763797,-155.0858576,,
hoshida,Hoshida-3,0,2,Jerome,Hoshida,June Mitsuko Hoshida Honma,1/1/43,33.41131952,-91.46229487,,
hoshida,Hoshida-3,0,3,Gila River,Hoshida,June Mitsuko Hoshida Honma,6/1/44,33.07215652,-111.8888227,,
hoshida,Hoshida-3,0,4,"Hilo, Hawaii",Hoshida,June Mitsuko Hoshida Honma,12/1/45,19.71763797,-155.0858576,,
hoshida,Hoshida-4,0,1,"Hilo, Hawaii",Hoshida,Sandra Yoshiko Hoshida,4/1/42,19.71763797,-155.0858576,,
hoshida,Hoshida-4,0,2,Jerome,Hoshida,Sandra Yoshiko Hoshida,1/1/43,33.41131952,-91.46229487,,
hoshida,Hoshida-4,0,3,Gila River,Hoshida,Sandra Yoshiko Hoshida,6/1/44,33.07215652,-111.8888227,,
hoshida,Hoshida-4,0,4,"Hilo, Hawaii",Hoshida,Sandra Yoshiko Hoshida,12/1/45,19.71763797,-155.0858576,,
hoshida,Hoshida-5,0,1,"Hilo, Hawaii",Hoshida,Carole Aiko Hoshida,4/1/42,19.71763797,-155.0858576,,
hoshida,Hoshida-5,0,2,Jerome,Hoshida,Carole Aiko Hoshida,1/1/43,33.41131952,-91.46229487,,
hoshida,Hoshida-5,0,3,Gila River,Hoshida,Carole Aiko Hoshida,6/1/44,33.07215652,-111.8888227,,
hoshida,Hoshida-5,0,4,"Hilo, Hawaii",Hoshida,Carole Aiko Hoshida,12/1/45,19.71763797,-155.0858576,,
